porst	va	vb	vbg	vc	l17	l18	l19	l20	amp/vg	amp/vq	amp/vx	VNW	VDDPST	POC	VDDCE	VDDPE	VPW	VSSPST	VSSE	BGR_Core/vbneg	BGR_Core/l6	BGR_Core/l7	BGR_Core/l8	BGR_Core/l10	BGR_Core/l11	BGR_Core/l1	BGR_Core/l2	BGR_Core/l4	BGR_Core/l5	BGR_Core/l12	BGR_Core/R6/l	BGR_Core/R7/l	BGR_Core/R8/l	BGR_Core/R10/l	BGR_Core/R11/l	BGR_Core/R3/l	BGR_Core/R1/l	BGR_Core/R2/l	BGR_Core/R4/l	BGR_Core/R5/l	BGR_Core/R12/l	R17/l	R18/l	R19/l	R20/l	VDD	VSS
16	17	6	6	3	5	6	5	14	5	11	4	20	20	5	8	11	14	7	18	16	10	12	7	14	10	7	7	4	8	18	13	16	4	12	18	15	11	16	3	6	13	7	17	9	9	4	6
19	2	4	2	9	14	16	10	15	13	14	10	4	7	20	9	8	3	3	18	4	16	9	16	6	18	11	2	6	13	13	13	11	18	10	6	2	17	8	14	12	17	11	16	6	17	11	12
19	2	4	2	9	14	16	10	15	13	14	10	4	7	20	9	8	3	3	18	4	16	9	16	6	18	11	2	6	13	13	13	11	18	10	6	2	17	8	14	12	17	11	16	6	17	11	12
3	2	19	15	5	10	4	9	4	11	13	15	7	3	18	16	3	5	14	8	10	13	17	20	7	8	3	7	7	12	18	10	5	16	7	2	17	15	20	18	11	13	14	10	6	19	2	16
15	16	19	6	4	2	14	12	12	2	8	7	4	18	7	8	5	10	11	10	7	5	15	13	4	19	5	15	5	11	6	20	13	5	6	10	2	18	3	8	10	6	17	13	10	3	5	16
15	8	19	4	6	2	14	15	12	2	8	2	2	18	5	8	5	8	11	10	7	5	17	14	4	2	10	16	5	10	6	18	13	5	6	10	2	3	3	8	10	19	12	13	20	3	17	16
11	2	16	12	7	6	16	13	18	14	18	18	3	20	4	18	4	15	8	11	19	15	17	14	20	9	2	2	7	11	18	20	10	12	4	17	10	11	15	14	14	3	7	6	9	11	12	3
17	4	20	18	3	6	16	20	6	20	10	4	11	13	6	16	13	3	12	5	5	5	11	11	20	13	7	2	17	14	14	8	4	15	10	17	15	17	14	6	15	8	15	8	10	4	6	16
17	4	20	18	3	6	16	20	6	20	10	4	11	13	6	16	13	3	12	5	5	5	11	11	20	13	7	2	17	14	14	8	4	15	10	17	15	17	14	6	15	8	15	8	10	4	6	16
14	15	3	10	18	17	14	11	17	13	20	8	18	6	11	6	5	10	19	6	11	5	4	12	17	19	5	13	15	12	8	19	17	16	18	10	3	19	2	4	14	2	17	12	9	12	4	8
6	18	4	8	11	18	5	3	6	12	3	12	7	16	14	13	15	17	8	7	14	3	12	18	8	12	7	18	19	20	15	6	17	20	8	16	3	9	17	12	19	8	2	3	3	6	9	16
12	5	17	5	17	15	3	11	12	6	7	20	14	4	4	4	8	9	3	14	2	5	14	19	18	11	16	17	20	8	15	4	13	9	10	20	7	15	8	13	5	4	2	18	16	8	5	17
12	5	17	5	17	15	3	11	12	6	7	20	14	4	4	4	8	9	3	14	2	5	14	19	18	11	16	17	20	8	15	4	13	9	10	20	7	15	8	13	5	4	2	18	16	8	5	17
6	18	4	8	11	18	5	3	6	12	3	12	7	16	14	8	15	17	8	7	14	3	12	18	8	12	7	18	19	20	15	6	17	20	8	16	3	9	17	12	19	8	2	3	3	6	9	16
20	14	16	4	4	15	19	19	6	7	6	8	7	9	2	18	6	17	13	11	12	5	15	10	7	12	18	12	19	6	14	19	11	9	14	13	14	17	18	11	15	15	5	6	6	2	20	18
20	14	16	4	4	15	19	19	6	7	6	8	7	9	2	18	6	17	13	11	12	5	15	10	7	12	18	12	19	6	14	19	11	9	14	13	14	17	18	11	15	15	5	6	6	2	20	18
3	12	4	8	16	9	16	18	7	5	7	11	19	3	12	4	18	11	2	3	5	15	13	20	19	12	13	18	13	5	7	9	2	4	6	3	14	13	3	15	6	11	14	3	7	13	4	15
19	15	3	16	2	18	14	6	5	15	15	7	7	11	18	7	7	5	12	17	3	16	3	18	14	7	9	13	4	4	20	7	11	19	10	13	10	9	18	16	6	17	19	6	3	20	9	18
17	3	15	7	19	3	16	13	15	11	6	13	3	3	14	11	4	14	14	18	12	7	13	19	14	11	7	20	4	6	14	13	11	3	18	13	5	2	4	6	10	4	6	7	5	18	17	4
8	20	18	20	10	17	20	13	4	18	5	8	20	12	8	4	2	10	5	9	13	13	17	15	3	5	7	9	3	18	19	4	2	5	8	20	3	14	3	13	5	6	2	8	7	5	17	8
3	17	19	13	12	17	18	9	9	18	11	11	9	2	17	12	18	12	4	4	11	20	4	7	13	18	3	9	11	18	17	13	11	14	6	5	3	13	18	17	9	14	13	15	10	13	14	11
5	17	11	5	16	6	13	9	7	12	17	9	5	14	14	16	18	16	20	9	14	18	11	17	9	12	18	2	4	17	12	14	9	15	3	20	3	15	4	10	8	12	7	5	7	13	2	9
10	14	15	17	3	7	18	13	8	9	6	9	11	6	7	19	4	19	2	7	9	13	12	9	18	6	19	8	9	18	11	2	16	9	3	15	5	4	18	14	5	17	19	19	17	5	6	4
9	10	8	5	13	17	10	13	19	20	11	8	11	19	14	4	7	14	5	20	5	18	6	16	6	15	10	19	8	7	4	10	16	12	14	18	3	13	14	14	19	6	19	20	6	3	11	16
6	13	16	4	17	8	11	2	16	16	2	8	11	5	11	19	6	15	17	4	17	9	19	14	10	2	5	10	3	2	10	14	18	20	14	16	5	10	13	11	8	4	3	4	10	11	19	12
